timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.759660,2026-03-10 18:11:23.099,INFO,SYSTEM,,,,,GUI started successfully
4.196456,2026-03-10 18:11:23.535,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.197953,2026-03-10 18:11:23.537,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.726646,2026-03-10 18:11:24.066,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.728857,2026-03-10 18:11:24.068,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.255103,2026-03-10 18:11:24.594,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.258093,2026-03-10 18:11:24.597,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.788108,2026-03-10 18:11:25.127,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.791938,2026-03-10 18:11:25.131,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.313900,2026-03-10 18:11:25.653,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.317654,2026-03-10 18:11:25.657,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.844310,2026-03-10 18:11:26.183,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.847322,2026-03-10 18:11:26.186,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.382949,2026-03-10 18:11:26.722,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.385870,2026-03-10 18:11:26.725,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.903360,2026-03-10 18:11:27.242,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
8.430396,2026-03-10 18:11:27.769,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
8.963294,2026-03-10 18:11:28.302,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
9.494369,2026-03-10 18:11:28.833,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
10.003297,2026-03-10 18:11:29.342,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
10.547701,2026-03-10 18:11:29.887,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
