timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.886021,2025-12-14 16:09:50.535,INFO,SYSTEM,,,,,GUI started successfully
4.099787,2025-12-14 16:09:50.749,ARDUINO_PSI,Arduino,87.587,55.187,0.000,,
4.100086,2025-12-14 16:09:50.749,ARDUINO_PSI,Arduino,89.188,55.562,0.000,,
4.100239,2025-12-14 16:09:50.749,ARDUINO_PSI,Arduino,88.662,54.950,0.000,,
4.100365,2025-12-14 16:09:50.749,ARDUINO_PSI,Arduino,89.825,55.500,0.000,,
4.118577,2025-12-14 16:09:50.768,ARDUINO_PSI,Arduino,89.250,55.475,0.000,,
4.119201,2025-12-14 16:09:50.768,ARDUINO_PSI,Arduino,87.275,55.125,0.000,,
4.120603,2025-12-14 16:09:50.770,ARDUINO_PSI,Arduino,89.225,55.425,0.000,,
4.120919,2025-12-14 16:09:50.770,ARDUINO_PSI,Arduino,89.437,57.262,0.000,,
4.209641,2025-12-14 16:09:50.859,ARDUINO_PSI,Arduino,90.237,57.212,0.000,,
4.310454,2025-12-14 16:09:50.960,ARDUINO_PSI,Arduino,87.675,54.600,0.000,,
4.409819,2025-12-14 16:09:51.059,ARDUINO_PSI,Arduino,88.900,56.675,0.000,,
4.504668,2025-12-14 16:09:51.154,WJ_VOLTAGE,WJ1,0.293,0.000,0,0,"HV=OFF, Fault=NO"
4.508029,2025-12-14 16:09:51.157,WJ_VOLTAGE,WJ2,5.865,0.000,0,0,"HV=OFF, Fault=NO"
4.512188,2025-12-14 16:09:51.161,ARDUINO_PSI,Arduino,89.050,57.150,0.000,,
4.609879,2025-12-14 16:09:51.259,ARDUINO_PSI,Arduino,89.075,57.337,0.000,,
4.709818,2025-12-14 16:09:51.359,ARDUINO_PSI,Arduino,87.900,54.913,0.000,,
4.810422,2025-12-14 16:09:51.460,ARDUINO_PSI,Arduino,88.875,55.587,0.000,,
4.910082,2025-12-14 16:09:51.559,ARDUINO_PSI,Arduino,88.763,56.600,0.000,,
5.010214,2025-12-14 16:09:51.659,ARDUINO_PSI,Arduino,88.000,55.000,0.000,,
5.034149,2025-12-14 16:09:51.683,WJ_VOLTAGE,WJ2,5.865,0.000,0,0,"HV=OFF, Fault=NO"
5.109698,2025-12-14 16:09:51.759,ARDUINO_PSI,Arduino,88.413,56.475,0.000,,
5.210044,2025-12-14 16:09:51.859,ARDUINO_PSI,Arduino,88.400,55.725,0.000,,
5.309967,2025-12-14 16:09:51.959,ARDUINO_PSI,Arduino,88.763,56.800,0.000,,
5.410430,2025-12-14 16:09:52.060,ARDUINO_PSI,Arduino,90.500,54.937,0.000,,
5.510333,2025-12-14 16:09:52.159,ARDUINO_PSI,Arduino,88.712,54.588,0.000,,
5.546646,2025-12-14 16:09:52.196,WJ_VOLTAGE,WJ1,0.293,0.000,0,0,"HV=OFF, Fault=NO"
5.564029,2025-12-14 16:09:52.213,WJ_VOLTAGE,WJ2,5.865,0.000,0,0,"HV=OFF, Fault=NO"
5.610128,2025-12-14 16:09:52.259,ARDUINO_PSI,Arduino,87.675,56.350,0.000,,
5.710045,2025-12-14 16:09:52.359,ARDUINO_PSI,Arduino,88.825,56.275,0.000,,
5.810423,2025-12-14 16:09:52.460,ARDUINO_PSI,Arduino,88.975,57.238,0.000,,
5.910042,2025-12-14 16:09:52.559,ARDUINO_PSI,Arduino,88.763,55.187,0.000,,
6.010281,2025-12-14 16:09:52.659,ARDUINO_PSI,Arduino,88.413,56.725,0.000,,
