timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.892742,2025-12-11 11:02:05.592,INFO,SYSTEM,,,,,GUI started successfully
4.104832,2025-12-11 11:02:05.804,ARDUINO_PSI,Arduino,84.912,8.050,0.000,,
4.105147,2025-12-11 11:02:05.805,ARDUINO_PSI,Arduino,88.150,6.075,0.000,,
4.105292,2025-12-11 11:02:05.805,ARDUINO_PSI,Arduino,86.675,11.462,0.000,,
4.105407,2025-12-11 11:02:05.805,ARDUINO_PSI,Arduino,87.062,6.825,0.000,,
4.123205,2025-12-11 11:02:05.823,ARDUINO_PSI,Arduino,90.275,11.087,0.000,,
4.123853,2025-12-11 11:02:05.823,ARDUINO_PSI,Arduino,87.812,6.850,0.000,,
4.125241,2025-12-11 11:02:05.825,ARDUINO_PSI,Arduino,86.350,5.000,0.000,,
4.211543,2025-12-11 11:02:05.911,ARDUINO_PSI,Arduino,87.975,10.625,0.000,,
4.224883,2025-12-11 11:02:05.924,ARDUINO_PSI,Arduino,89.037,7.563,0.000,,
4.317611,2025-12-11 11:02:06.017,ARDUINO_PSI,Arduino,87.800,7.500,0.000,,
4.419022,2025-12-11 11:02:06.118,ARDUINO_PSI,Arduino,89.388,8.513,0.000,,
4.510993,2025-12-11 11:02:06.210,WJ_VOLTAGE,WJ2,4.008,0.000,0,0,"HV=OFF, Fault=NO"
4.514292,2025-12-11 11:02:06.214,WJ_VOLTAGE,WJ1,10.557,0.000,0,0,"HV=OFF, Fault=NO"
4.518681,2025-12-11 11:02:06.218,ARDUINO_PSI,Arduino,87.387,8.812,0.000,,
4.617985,2025-12-11 11:02:06.317,ARDUINO_PSI,Arduino,87.688,9.150,0.000,,
4.718091,2025-12-11 11:02:06.418,ARDUINO_PSI,Arduino,87.925,8.100,0.000,,
4.817849,2025-12-11 11:02:06.517,ARDUINO_PSI,Arduino,85.912,5.825,0.000,,
4.919224,2025-12-11 11:02:06.619,ARDUINO_PSI,Arduino,87.850,10.425,0.000,,
5.020732,2025-12-11 11:02:06.720,ARDUINO_PSI,Arduino,89.312,6.400,0.000,,
