timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.884157,2025-12-14 16:00:23.695,INFO,SYSTEM,,,,,GUI started successfully
4.112043,2025-12-14 16:00:23.923,ARDUINO_PSI,Arduino,60.138,78.662,0.000,,
4.112368,2025-12-14 16:00:23.924,ARDUINO_PSI,Arduino,60.525,79.500,0.000,,
4.112516,2025-12-14 16:00:23.924,ARDUINO_PSI,Arduino,60.600,78.350,0.000,,
4.112699,2025-12-14 16:00:23.924,ARDUINO_PSI,Arduino,60.275,78.575,0.000,,
4.130931,2025-12-14 16:00:23.942,ARDUINO_PSI,Arduino,60.787,78.838,0.000,,
4.131993,2025-12-14 16:00:23.943,ARDUINO_PSI,Arduino,60.538,78.838,0.000,,
4.132984,2025-12-14 16:00:23.944,ARDUINO_PSI,Arduino,60.013,78.412,0.000,,
4.183246,2025-12-14 16:00:23.994,ARDUINO_PSI,Arduino,60.325,78.737,0.000,,
4.244136,2025-12-14 16:00:24.055,ARDUINO_PSI,Arduino,59.775,78.662,0.000,,
4.344156,2025-12-14 16:00:24.155,ARDUINO_PSI,Arduino,60.538,78.925,0.000,,
4.444250,2025-12-14 16:00:24.255,ARDUINO_PSI,Arduino,60.075,77.825,0.000,,
4.517612,2025-12-14 16:00:24.329,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.519968,2025-12-14 16:00:24.331,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.544080,2025-12-14 16:00:24.355,ARDUINO_PSI,Arduino,60.862,79.688,0.000,,
4.644436,2025-12-14 16:00:24.456,ARDUINO_PSI,Arduino,61.025,79.388,0.000,,
4.744473,2025-12-14 16:00:24.556,ARDUINO_PSI,Arduino,60.925,79.588,0.000,,
4.844422,2025-12-14 16:00:24.656,ARDUINO_PSI,Arduino,60.288,79.200,0.000,,
4.944415,2025-12-14 16:00:24.756,ARDUINO_PSI,Arduino,60.462,78.137,0.000,,
5.045706,2025-12-14 16:00:24.857,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.048725,2025-12-14 16:00:24.860,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.049976,2025-12-14 16:00:24.861,ARDUINO_PSI,Arduino,60.862,79.737,0.000,,
5.144469,2025-12-14 16:00:24.956,ARDUINO_PSI,Arduino,60.512,78.775,0.000,,
5.244156,2025-12-14 16:00:25.055,ARDUINO_PSI,Arduino,60.413,79.388,0.000,,
5.344085,2025-12-14 16:00:25.155,ARDUINO_PSI,Arduino,60.975,79.088,0.000,,
5.444049,2025-12-14 16:00:25.255,ARDUINO_PSI,Arduino,60.625,77.950,0.000,,
5.544562,2025-12-14 16:00:25.356,ARDUINO_PSI,Arduino,60.238,80.075,0.000,,
5.575760,2025-12-14 16:00:25.387,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.577854,2025-12-14 16:00:25.389,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.644480,2025-12-14 16:00:25.456,ARDUINO_PSI,Arduino,60.438,79.013,0.000,,
5.744474,2025-12-14 16:00:25.556,ARDUINO_PSI,Arduino,61.225,79.362,0.000,,
5.844793,2025-12-14 16:00:25.656,ARDUINO_PSI,Arduino,61.312,77.950,0.000,,
5.944223,2025-12-14 16:00:25.755,ARDUINO_PSI,Arduino,60.987,79.175,0.000,,
6.044625,2025-12-14 16:00:25.856,ARDUINO_PSI,Arduino,61.688,78.788,0.000,,
6.104235,2025-12-14 16:00:25.915,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.107657,2025-12-14 16:00:25.919,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.144635,2025-12-14 16:00:25.956,ARDUINO_PSI,Arduino,60.662,79.388,0.000,,
6.244341,2025-12-14 16:00:26.056,ARDUINO_PSI,Arduino,60.150,78.900,0.000,,
6.344459,2025-12-14 16:00:26.156,ARDUINO_PSI,Arduino,60.675,77.963,0.000,,
6.444741,2025-12-14 16:00:26.256,ARDUINO_PSI,Arduino,60.563,77.750,0.000,,
