timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.866606,2025-12-12 14:31:24.122,INFO,SYSTEM,,,,,GUI started successfully
4.076297,2025-12-12 14:31:24.332,ARDUINO_PSI,Arduino,88.325,61.500,0.000,,
4.076580,2025-12-12 14:31:24.332,ARDUINO_PSI,Arduino,87.912,60.775,0.000,,
4.076756,2025-12-12 14:31:24.332,ARDUINO_PSI,Arduino,88.650,59.838,0.000,,
4.076876,2025-12-12 14:31:24.333,ARDUINO_PSI,Arduino,89.825,60.812,0.000,,
4.095218,2025-12-12 14:31:24.351,ARDUINO_PSI,Arduino,87.787,60.400,0.000,,
4.095821,2025-12-12 14:31:24.352,ARDUINO_PSI,Arduino,86.875,59.750,0.000,,
4.098357,2025-12-12 14:31:24.354,ARDUINO_PSI,Arduino,88.775,61.025,0.000,,
4.153172,2025-12-12 14:31:24.409,ARDUINO_PSI,Arduino,87.950,61.000,0.000,,
4.239991,2025-12-12 14:31:24.496,ARDUINO_PSI,Arduino,90.538,60.413,0.000,,
4.340377,2025-12-12 14:31:24.596,ARDUINO_PSI,Arduino,88.563,60.912,0.000,,
4.439963,2025-12-12 14:31:24.696,ARDUINO_PSI,Arduino,88.150,59.675,0.000,,
4.483600,2025-12-12 14:31:24.739,WJ_VOLTAGE,WJ1,4.985,0.000,0,0,"HV=OFF, Fault=NO"
4.484628,2025-12-12 14:31:24.740,WJ_VOLTAGE,WJ2,0.293,0.000,0,0,"HV=OFF, Fault=NO"
4.539956,2025-12-12 14:31:24.796,ARDUINO_PSI,Arduino,87.987,59.575,0.000,,
4.639928,2025-12-12 14:31:24.896,ARDUINO_PSI,Arduino,88.600,60.625,0.000,,
4.740380,2025-12-12 14:31:24.996,ARDUINO_PSI,Arduino,88.338,60.838,0.000,,
4.840352,2025-12-12 14:31:25.096,ARDUINO_PSI,Arduino,88.075,60.725,0.000,,
4.940265,2025-12-12 14:31:25.196,ARDUINO_PSI,Arduino,88.600,61.688,0.000,,
5.015281,2025-12-12 14:31:25.271,WJ_VOLTAGE,WJ1,5.083,0.000,0,0,"HV=OFF, Fault=NO"
5.018307,2025-12-12 14:31:25.274,WJ_VOLTAGE,WJ2,0.293,0.000,0,0,"HV=OFF, Fault=NO"
5.040172,2025-12-12 14:31:25.296,ARDUINO_PSI,Arduino,89.050,60.025,0.000,,
5.158569,2025-12-12 14:31:25.414,ARDUINO_PSI,Arduino,89.200,60.875,0.000,,
5.240735,2025-12-12 14:31:25.496,ARDUINO_PSI,Arduino,90.175,59.587,0.000,,
5.339960,2025-12-12 14:31:25.596,ARDUINO_PSI,Arduino,88.587,60.875,0.000,,
5.439889,2025-12-12 14:31:25.696,ARDUINO_PSI,Arduino,89.088,60.613,0.000,,
5.540659,2025-12-12 14:31:25.796,ARDUINO_PSI,Arduino,88.437,59.512,0.000,,
5.548135,2025-12-12 14:31:25.804,WJ_VOLTAGE,WJ2,0.293,0.000,0,0,"HV=OFF, Fault=NO"
5.549795,2025-12-12 14:31:25.806,WJ_VOLTAGE,WJ1,4.985,0.000,0,0,"HV=OFF, Fault=NO"
5.640163,2025-12-12 14:31:25.896,ARDUINO_PSI,Arduino,88.888,58.612,0.000,,
5.740367,2025-12-12 14:31:25.996,ARDUINO_PSI,Arduino,87.450,59.450,0.000,,
5.840931,2025-12-12 14:31:26.097,ARDUINO_PSI,Arduino,88.725,60.200,0.000,,
5.940152,2025-12-12 14:31:26.196,ARDUINO_PSI,Arduino,88.613,61.462,0.000,,
6.040379,2025-12-12 14:31:26.296,ARDUINO_PSI,Arduino,88.512,59.137,0.000,,
6.076099,2025-12-12 14:31:26.332,WJ_VOLTAGE,WJ1,4.985,0.000,0,0,"HV=OFF, Fault=NO"
6.077049,2025-12-12 14:31:26.333,WJ_VOLTAGE,WJ2,0.293,0.000,0,0,"HV=OFF, Fault=NO"
6.140225,2025-12-12 14:31:26.396,ARDUINO_PSI,Arduino,88.375,60.800,0.000,,
6.240125,2025-12-12 14:31:26.496,ARDUINO_PSI,Arduino,88.600,60.488,0.000,,
6.340211,2025-12-12 14:31:26.596,ARDUINO_PSI,Arduino,89.725,60.150,0.000,,
6.440867,2025-12-12 14:31:26.697,ARDUINO_PSI,Arduino,87.100,59.800,0.000,,
6.540485,2025-12-12 14:31:26.796,ARDUINO_PSI,Arduino,87.975,60.838,0.000,,
6.608158,2025-12-12 14:31:26.864,WJ_VOLTAGE,WJ2,0.293,0.000,0,0,"HV=OFF, Fault=NO"
6.609926,2025-12-12 14:31:26.866,WJ_VOLTAGE,WJ1,5.083,0.000,0,0,"HV=OFF, Fault=NO"
6.640294,2025-12-12 14:31:26.896,ARDUINO_PSI,Arduino,89.987,60.600,0.000,,
6.740949,2025-12-12 14:31:26.997,ARDUINO_PSI,Arduino,88.737,59.325,0.000,,
6.840240,2025-12-12 14:31:27.096,ARDUINO_PSI,Arduino,88.600,60.850,0.000,,
6.940339,2025-12-12 14:31:27.196,ARDUINO_PSI,Arduino,88.775,59.075,0.000,,
