timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
4.573279,2025-12-09 12:07:06.856,INFO,SYSTEM,,,,,GUI started successfully
4.591333,2025-12-09 12:07:06.874,ARDUINO_PSI,Arduino,4.087,3.238,2.725,,
4.591668,2025-12-09 12:07:06.874,ARDUINO_PSI,Arduino,3.938,3.463,2.238,,
4.591899,2025-12-09 12:07:06.874,ARDUINO_PSI,Arduino,4.038,3.363,2.663,,
4.592157,2025-12-09 12:07:06.875,ARDUINO_PSI,Arduino,4.287,2.563,3.650,,
4.592328,2025-12-09 12:07:06.875,ARDUINO_PSI,Arduino,3.900,2.775,2.487,,
4.592455,2025-12-09 12:07:06.875,ARDUINO_PSI,Arduino,4.312,3.075,2.187,,
4.593432,2025-12-09 12:07:06.876,ARDUINO_PSI,Arduino,4.150,3.225,3.338,,
4.593646,2025-12-09 12:07:06.876,ARDUINO_PSI,Arduino,4.163,3.550,2.325,,
4.595921,2025-12-09 12:07:06.878,ARDUINO_PSI,Arduino,4.287,3.975,2.525,,
4.742901,2025-12-09 12:07:07.025,ARDUINO_PSI,Arduino,4.250,3.712,2.375,,
4.757524,2025-12-09 12:07:07.040,ARDUINO_PSI,Arduino,4.550,3.475,2.725,,
4.857408,2025-12-09 12:07:07.140,ARDUINO_PSI,Arduino,3.800,3.763,2.387,,
4.957591,2025-12-09 12:07:07.240,ARDUINO_PSI,Arduino,4.412,3.563,2.387,,
5.008923,2025-12-09 12:07:07.291,WJ_VOLTAGE,WJ1,25.220,0.000,0,0,"HV=OFF, Fault=NO"
5.012076,2025-12-09 12:07:07.294,WJ_VOLTAGE,WJ2,24.927,0.000,0,0,"HV=OFF, Fault=NO"
5.057354,2025-12-09 12:07:07.340,ARDUINO_PSI,Arduino,3.875,3.512,2.425,,
5.157333,2025-12-09 12:07:07.440,ARDUINO_PSI,Arduino,4.238,3.263,2.525,,
5.257789,2025-12-09 12:07:07.540,ARDUINO_PSI,Arduino,4.012,2.863,2.963,,
5.357513,2025-12-09 12:07:07.640,ARDUINO_PSI,Arduino,3.750,3.187,2.138,,
5.457172,2025-12-09 12:07:07.740,ARDUINO_PSI,Arduino,4.075,3.163,2.287,,
5.527382,2025-12-09 12:07:07.810,WJ_VOLTAGE,WJ2,24.927,0.000,0,0,"HV=OFF, Fault=NO"
5.541060,2025-12-09 12:07:07.823,WJ_VOLTAGE,WJ1,25.220,0.000,0,0,"HV=OFF, Fault=NO"
5.557297,2025-12-09 12:07:07.840,ARDUINO_PSI,Arduino,3.725,3.812,2.750,,
5.657473,2025-12-09 12:07:07.940,ARDUINO_PSI,Arduino,3.787,3.125,2.487,,
5.758518,2025-12-09 12:07:08.041,ARDUINO_PSI,Arduino,4.212,3.675,2.338,,
5.857671,2025-12-09 12:07:08.140,ARDUINO_PSI,Arduino,3.650,3.375,2.950,,
5.957607,2025-12-09 12:07:08.240,ARDUINO_PSI,Arduino,4.575,3.600,2.763,,
6.054820,2025-12-09 12:07:08.337,WJ_VOLTAGE,WJ2,24.927,0.000,0,0,"HV=OFF, Fault=NO"
6.059101,2025-12-09 12:07:08.342,ARDUINO_PSI,Arduino,4.075,3.125,2.138,,
