timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
5.365596,2026-01-13 13:44:34.689,INFO,SYSTEM,,,,,GUI started successfully
5.376870,2026-01-13 13:44:34.701,ARDUINO_PSI,Arduino,0.000,0.000,0.463,,
5.377180,2026-01-13 13:44:34.701,ARDUINO_PSI,Arduino,0.000,0.000,0.855,,
5.377321,2026-01-13 13:44:34.701,ARDUINO_PSI,Arduino,0.000,0.000,1.381,,
5.397727,2026-01-13 13:44:34.721,ARDUINO_PSI,Arduino,0.000,0.000,2.036,,
5.403882,2026-01-13 13:44:34.728,ARDUINO_PSI,Arduino,0.000,0.000,2.754,,
5.404754,2026-01-13 13:44:34.728,ARDUINO_PSI,Arduino,0.000,0.000,3.631,,
5.645572,2026-01-13 13:44:34.969,ARDUINO_PSI,Arduino,0.000,0.000,4.530,,
5.648826,2026-01-13 13:44:34.972,ARDUINO_PSI,Arduino,0.000,0.000,5.500,,
5.650101,2026-01-13 13:44:34.974,ARDUINO_PSI,Arduino,0.000,0.000,6.273,,
5.705095,2026-01-13 13:44:35.029,ARDUINO_PSI,Arduino,0.000,0.000,6.956,,
5.805131,2026-01-13 13:44:35.129,ARDUINO_PSI,Arduino,0.000,0.000,7.627,,
5.905053,2026-01-13 13:44:35.229,ARDUINO_PSI,Arduino,0.000,0.000,8.323,,
6.005071,2026-01-13 13:44:35.329,ARDUINO_PSI,Arduino,0.000,0.000,9.012,,
6.105423,2026-01-13 13:44:35.429,ARDUINO_PSI,Arduino,0.000,0.000,9.677,,
6.205364,2026-01-13 13:44:35.529,ARDUINO_PSI,Arduino,0.000,0.000,10.381,,
6.305381,2026-01-13 13:44:35.629,ARDUINO_PSI,Arduino,0.000,0.000,11.070,,
6.405221,2026-01-13 13:44:35.729,ARDUINO_PSI,Arduino,0.000,0.000,11.700,,
6.505145,2026-01-13 13:44:35.829,ARDUINO_PSI,Arduino,0.000,0.000,12.342,,
6.605280,2026-01-13 13:44:35.929,ARDUINO_PSI,Arduino,0.000,0.000,13.028,,
6.705238,2026-01-13 13:44:36.029,ARDUINO_PSI,Arduino,0.000,0.000,13.581,,
6.806078,2026-01-13 13:44:36.130,ARDUINO_PSI,Arduino,0.000,0.000,14.082,,
6.905188,2026-01-13 13:44:36.229,ARDUINO_PSI,Arduino,0.000,0.000,14.467,,
7.005191,2026-01-13 13:44:36.329,ARDUINO_PSI,Arduino,0.000,0.000,14.752,,
7.105273,2026-01-13 13:44:36.429,ARDUINO_PSI,Arduino,0.000,0.000,14.971,,
7.206942,2026-01-13 13:44:36.531,ARDUINO_PSI,Arduino,0.000,0.000,15.097,,
7.305505,2026-01-13 13:44:36.629,ARDUINO_PSI,Arduino,0.000,0.000,15.143,,
7.405545,2026-01-13 13:44:36.729,ARDUINO_PSI,Arduino,0.000,0.000,15.122,,
7.506806,2026-01-13 13:44:36.830,ARDUINO_PSI,Arduino,0.000,0.000,15.112,,
7.606210,2026-01-13 13:44:36.930,ARDUINO_PSI,Arduino,0.000,0.000,15.089,,
7.705994,2026-01-13 13:44:37.030,ARDUINO_PSI,Arduino,0.000,0.000,15.012,,
7.805774,2026-01-13 13:44:37.129,ARDUINO_PSI,Arduino,0.000,0.000,14.984,,
7.905741,2026-01-13 13:44:37.229,ARDUINO_PSI,Arduino,0.000,0.000,14.883,,
8.006204,2026-01-13 13:44:37.330,ARDUINO_PSI,Arduino,0.000,0.000,14.832,,
