timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
3.383159,2025-12-15 15:57:08.290,INFO,SYSTEM,,,,,GUI started successfully
188.379729,2025-12-15 16:00:13.286,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
191.109854,2025-12-15 16:00:16.016,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
193.112157,2025-12-15 16:00:18.019,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
194.527596,2025-12-15 16:00:19.434,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
214.727072,2025-12-15 16:00:39.634,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
215.408711,2025-12-15 16:00:40.315,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
228.092875,2025-12-15 16:00:52.999,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
228.552894,2025-12-15 16:00:53.459,SCOPE_CAPTURE,Rigol1,1,1000,1000,,"Rigol #1 captured (CH1:1000 pts, CH2:1000 pts)"
437.517533,2025-12-15 16:04:22.424,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
439.429181,2025-12-15 16:04:24.336,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
440.493620,2025-12-15 16:04:25.400,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
447.325370,2025-12-15 16:04:32.232,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
447.641906,2025-12-15 16:04:32.548,SCOPE_CAPTURE,Rigol1,1,1000,1000,,"Rigol #1 captured (CH1:1000 pts, CH2:1000 pts)"
468.656834,2025-12-15 16:04:53.563,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
468.987604,2025-12-15 16:04:53.894,SCOPE_CAPTURE,Rigol1,1,1000,1000,,"Rigol #1 captured (CH1:1000 pts, CH2:1000 pts)"
491.144284,2025-12-15 16:05:16.051,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
491.492095,2025-12-15 16:05:16.399,SCOPE_CAPTURE,Rigol1,1,1000,1000,,"Rigol #1 captured (CH1:1000 pts, CH2:1000 pts)"
505.787850,2025-12-15 16:05:30.694,BNC575_PULSE,BNC575,INTERNAL,,,,INTERNAL
506.521982,2025-12-15 16:05:31.428,SCOPE_CAPTURE,Rigol1,1,1000,1000,,"Rigol #1 captured (CH1:1000 pts, CH2:1000 pts)"
