timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
4.286540,2025-12-15 18:59:25.406,INFO,SYSTEM,,,,,GUI started successfully
4.293084,2025-12-15 18:59:25.412,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.293365,2025-12-15 18:59:25.413,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.293511,2025-12-15 18:59:25.413,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.293685,2025-12-15 18:59:25.413,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.293854,2025-12-15 18:59:25.413,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.294016,2025-12-15 18:59:25.413,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.324395,2025-12-15 18:59:25.444,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.325202,2025-12-15 18:59:25.444,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.325384,2025-12-15 18:59:25.445,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.381126,2025-12-15 18:59:25.500,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.467477,2025-12-15 18:59:25.587,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.567629,2025-12-15 18:59:25.687,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.667707,2025-12-15 18:59:25.787,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.728918,2025-12-15 18:59:25.848,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.731380,2025-12-15 18:59:25.851,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.767544,2025-12-15 18:59:25.887,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.867703,2025-12-15 18:59:25.987,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.967805,2025-12-15 18:59:26.087,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.068015,2025-12-15 18:59:26.187,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.167553,2025-12-15 18:59:26.287,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.256443,2025-12-15 18:59:26.376,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.258602,2025-12-15 18:59:26.378,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.267448,2025-12-15 18:59:26.387,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.367612,2025-12-15 18:59:26.487,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.467877,2025-12-15 18:59:26.587,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.567767,2025-12-15 18:59:26.687,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.667801,2025-12-15 18:59:26.787,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.768194,2025-12-15 18:59:26.887,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.787447,2025-12-15 18:59:26.907,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.790532,2025-12-15 18:59:26.910,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.867835,2025-12-15 18:59:26.987,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.967822,2025-12-15 18:59:27.087,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.067833,2025-12-15 18:59:27.187,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
