timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
4.278175,2025-12-15 17:23:25.730,INFO,SYSTEM,,,,,GUI started successfully
4.286291,2025-12-15 17:23:25.738,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.286602,2025-12-15 17:23:25.738,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.286756,2025-12-15 17:23:25.738,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.286870,2025-12-15 17:23:25.739,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.286970,2025-12-15 17:23:25.739,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.287062,2025-12-15 17:23:25.739,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.315811,2025-12-15 17:23:25.768,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.316140,2025-12-15 17:23:25.768,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.316765,2025-12-15 17:23:25.768,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.317110,2025-12-15 17:23:25.769,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.410339,2025-12-15 17:23:25.862,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.500891,2025-12-15 17:23:25.953,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.600931,2025-12-15 17:23:26.053,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.700950,2025-12-15 17:23:26.153,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.722675,2025-12-15 17:23:26.174,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.725548,2025-12-15 17:23:26.177,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.801011,2025-12-15 17:23:26.253,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.901361,2025-12-15 17:23:26.353,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.001199,2025-12-15 17:23:26.453,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.100843,2025-12-15 17:23:26.553,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.201104,2025-12-15 17:23:26.653,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.250996,2025-12-15 17:23:26.703,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.252937,2025-12-15 17:23:26.705,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.301101,2025-12-15 17:23:26.753,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.401054,2025-12-15 17:23:26.853,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.501082,2025-12-15 17:23:26.953,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.601187,2025-12-15 17:23:27.053,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
