timestamp_sec,datetime,event_type,source,param1,param2,param3,param4,notes
4.316320,2025-12-15 18:08:14.152,INFO,SYSTEM,,,,,GUI started successfully
4.325322,2025-12-15 18:08:14.161,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.325642,2025-12-15 18:08:14.161,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.325809,2025-12-15 18:08:14.161,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.325963,2025-12-15 18:08:14.161,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.326078,2025-12-15 18:08:14.162,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.326203,2025-12-15 18:08:14.162,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.356295,2025-12-15 18:08:14.192,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.356639,2025-12-15 18:08:14.192,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.357353,2025-12-15 18:08:14.193,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.357656,2025-12-15 18:08:14.193,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.478651,2025-12-15 18:08:14.314,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.533931,2025-12-15 18:08:14.369,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.634093,2025-12-15 18:08:14.470,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.733964,2025-12-15 18:08:14.569,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.740735,2025-12-15 18:08:14.576,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.753810,2025-12-15 18:08:14.589,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
4.833914,2025-12-15 18:08:14.669,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
4.933718,2025-12-15 18:08:14.769,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.034027,2025-12-15 18:08:14.869,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.134218,2025-12-15 18:08:14.970,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.234000,2025-12-15 18:08:15.069,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.266218,2025-12-15 18:08:15.102,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.281979,2025-12-15 18:08:15.117,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.334055,2025-12-15 18:08:15.169,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.434089,2025-12-15 18:08:15.270,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.534277,2025-12-15 18:08:15.370,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.634000,2025-12-15 18:08:15.469,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.733979,2025-12-15 18:08:15.569,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.799331,2025-12-15 18:08:15.635,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.814112,2025-12-15 18:08:15.650,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
5.833806,2025-12-15 18:08:15.669,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
5.934261,2025-12-15 18:08:15.770,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.034058,2025-12-15 18:08:15.869,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.134095,2025-12-15 18:08:15.970,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.233962,2025-12-15 18:08:16.069,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.325705,2025-12-15 18:08:16.161,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.334019,2025-12-15 18:08:16.169,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.340614,2025-12-15 18:08:16.176,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.434049,2025-12-15 18:08:16.269,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.534092,2025-12-15 18:08:16.370,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.634228,2025-12-15 18:08:16.470,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.734038,2025-12-15 18:08:16.569,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.834199,2025-12-15 18:08:16.670,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
6.857672,2025-12-15 18:08:16.693,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.872309,2025-12-15 18:08:16.708,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
6.934547,2025-12-15 18:08:16.770,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.034039,2025-12-15 18:08:16.869,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.134013,2025-12-15 18:08:16.969,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.234148,2025-12-15 18:08:17.070,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.333813,2025-12-15 18:08:17.169,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.382594,2025-12-15 18:08:17.218,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.396662,2025-12-15 18:08:17.232,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.433967,2025-12-15 18:08:17.269,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.534087,2025-12-15 18:08:17.370,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.634070,2025-12-15 18:08:17.470,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.734032,2025-12-15 18:08:17.569,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.834005,2025-12-15 18:08:17.669,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
7.910820,2025-12-15 18:08:17.746,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.925861,2025-12-15 18:08:17.761,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
7.933996,2025-12-15 18:08:17.769,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.034194,2025-12-15 18:08:17.870,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.134158,2025-12-15 18:08:17.970,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.233997,2025-12-15 18:08:18.069,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.333950,2025-12-15 18:08:18.169,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.434109,2025-12-15 18:08:18.270,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.440100,2025-12-15 18:08:18.276,WJ_VOLTAGE,WJ1,0.000,0.000,0,0,"HV=OFF, Fault=NO"
8.455682,2025-12-15 18:08:18.291,WJ_VOLTAGE,WJ2,0.000,0.000,0,0,"HV=OFF, Fault=NO"
8.533750,2025-12-15 18:08:18.369,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.633846,2025-12-15 18:08:18.469,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.733936,2025-12-15 18:08:18.569,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
8.833936,2025-12-15 18:08:18.669,ARDUINO_PSI,Arduino,0.000,0.000,0.000,,
