time_s,ch1_v,ch2_v,ch3_v,ch4_v
8.383400000000001e-05,0.0,0.0,-859.79,0.0
8.383600000000002e-05,0.0,0.0,0.0,0.0
8.383800000000002e-05,0.0,0.0,0.0,-0.27181
8.384e-05,0.0,0.0,0.0,-0.27181
8.3842e-05,0.0,0.0,0.0,0.0
8.3844e-05,0.0,-2.3158,0.0,0.0
8.384600000000001e-05,8892.1,0.0,0.0,-0.27181
8.384800000000001e-05,0.0,0.0,0.0,-0.27181
8.385000000000002e-05,0.0,0.0,0.0,0.0
8.3852e-05,0.0,0.0,0.0,0.27181
8.3854e-05,-8892.1,0.0,0.0,-0.27181
8.3856e-05,0.0,0.0,0.0,-0.27181
8.385800000000001e-05,0.0,2.3158,0.0,0.0
8.386000000000001e-05,0.0,0.0,0.0,0.0
8.386200000000002e-05,0.0,0.0,0.0,0.27181
8.3864e-05,-8892.1,0.0,0.0,0.0
8.3866e-05,-8892.1,2.3158,0.0,0.27181
8.3868e-05,0.0,-2.3158,-859.79,0.0
8.387000000000001e-05,0.0,0.0,0.0,0.0
8.387200000000001e-05,0.0,-2.3158,0.0,-0.27181
