time_s,ch1_v,ch2_v
-2.5e-05,0.0,0.20007
-2.495e-05,0.81194,0.60021
-2.4900000000000002e-05,0.81194,0.60021
-2.485e-05,0.0,0.0
-2.48e-05,0.81194,0.60021
-2.4750000000000002e-05,-0.40597,0.0
-2.47e-05,0.0,0.60021
-2.4650000000000003e-05,1.21791,0.0
-2.46e-05,0.81194,0.60021
-2.455e-05,0.0,0.0
-2.4500000000000003e-05,0.81194,0.0
-2.445e-05,0.0,0.60021
-2.44e-05,0.0,0.60021
-2.4350000000000002e-05,0.81194,0.0
-2.43e-05,0.81194,0.20007
-2.425e-05,0.0,0.60021
-2.4200000000000002e-05,0.81194,0.60021
-2.415e-05,0.0,0.0
-2.41e-05,0.0,0.0
-2.4050000000000002e-05,1.21791,0.60021
-2.4e-05,0.0,0.0
-2.3950000000000003e-05,0.81194,0.60021
-2.39e-05,0.0,0.60021
-2.385e-05,1.21791,0.0
-2.3800000000000003e-05,0.81194,0.0
-2.375e-05,-0.40597,0.60021
-2.37e-05,0.81194,0.0
-2.3650000000000002e-05,0.0,0.60021
-2.36e-05,0.0,0.0
-2.355e-05,1.21791,0.60021
-2.3500000000000002e-05,0.0,0.0
-2.345e-05,0.81194,0.60021
-2.34e-05,0.81194,0.0
-2.3350000000000002e-05,0.0,0.60021
-2.33e-05,0.0,0.60021
-2.3250000000000003e-05,0.81194,0.0
-2.32e-05,0.0,0.40014
-2.315e-05,1.21791,0.0
-2.3100000000000002e-05,0.81194,0.60021
-2.305e-05,0.0,0.0
-2.3e-05,0.81194,0.60021
-2.2950000000000002e-05,0.0,0.0
-2.29e-05,0.81194,0.60021
-2.285e-05,0.0,0.0
-2.2800000000000002e-05,0.0,0.60021
-2.275e-05,0.81194,0.0
-2.2700000000000003e-05,0.81194,0.60021
-2.265e-05,0.0,0.0
-2.26e-05,0.81194,0.0
-2.2550000000000003e-05,0.0,0.60021
-2.25e-05,0.81194,0.0
-2.245e-05,0.0,0.60021
-2.2400000000000002e-05,0.0,0.60021
-2.235e-05,1.21791,0.0
-2.23e-05,0.0,0.0
-2.2250000000000002e-05,1.21791,0.60021
-2.22e-05,0.0,0.0
-2.2150000000000003e-05,0.81194,0.60021
-2.2100000000000002e-05,0.0,0.0
-2.205e-05,0.81194,0.60021
-2.2e-05,0.0,0.60021
-2.195e-05,1.21791,0.0
-2.19e-05,0.81194,0.0
-2.1850000000000003e-05,0.0,0.60021
-2.18e-05,0.0,0.60021
-2.175e-05,1.21791,0.0
-2.1700000000000002e-05,0.0,0.0
-2.165e-05,1.21791,0.60021
-2.1600000000000003e-05,0.81194,0.40014
-2.1550000000000002e-05,0.0,0.0
-2.15e-05,0.0,0.60021
-2.145e-05,0.81194,0.0
-2.1400000000000002e-05,0.81194,0.0
-2.135e-05,0.0,0.60021
-2.1300000000000003e-05,0.0,0.0
-2.125e-05,0.81194,0.60021
-2.12e-05,0.0,0.60021
-2.1150000000000002e-05,1.21791,0.0
-2.11e-05,0.81194,0.60021
-2.1050000000000003e-05,0.0,0.0
-2.1000000000000002e-05,0.0,0.60021
-2.095e-05,0.81194,0.0
-2.09e-05,0.81194,0.60021
-2.0850000000000002e-05,0.0,0.0
-2.08e-05,0.0,0.60021
-2.0750000000000003e-05,0.81194,0.0
-2.0700000000000002e-05,0.0,0.0
-2.065e-05,0.81194,0.60021
-2.06e-05,0.0,0.60021
-2.055e-05,1.21791,0.0
-2.05e-05,0.0,0.60021
-2.0450000000000002e-05,1.21791,0.0
-2.04e-05,0.0,0.40014
-2.035e-05,1.21791,0.0
-2.0300000000000002e-05,0.0,0.60021
-2.025e-05,0.81194,0.0
-2.0200000000000003e-05,0.81194,0.0
-2.0150000000000002e-05,0.0,0.60021
-2.01e-05,0.81194,0.0
-2.005e-05,0.0,0.60021
-2e-05,0.81194,0.60021
-1.995e-05,0.0,0.0
-1.9900000000000003e-05,0.81194,0.60021
-1.985e-05,0.0,0.0
-1.98e-05,0.0,0.60021
-1.9750000000000002e-05,1.21791,0.0
-1.97e-05,0.0,0.60021
-1.9650000000000003e-05,1.21791,0.0
-1.9600000000000002e-05,0.81194,0.0
-1.955e-05,0.0,0.60021
-1.95e-05,0.81194,0.60021
-1.9450000000000002e-05,0.0,0.0
-1.94e-05,0.0,0.60021
-1.9350000000000003e-05,1.21791,0.0
-1.93e-05,0.0,0.60021
-1.925e-05,0.81194,0.0
-1.9200000000000003e-05,0.81194,0.40014
-1.915e-05,0.0,0.0
-1.9100000000000003e-05,0.81194,0.60021
-1.9050000000000002e-05,0.0,0.0
-1.9e-05,0.81194,0.60021
-1.895e-05,0.0,0.0
-1.8900000000000002e-05,0.0,0.60021
-1.885e-05,0.81194,0.0
-1.8800000000000003e-05,0.81194,0.0
-1.8750000000000002e-05,0.0,0.60021
-1.87e-05,0.0,0.60021
-1.8650000000000003e-05,0.81194,0.0
-1.86e-05,0.0,0.0
-1.855e-05,0.81194,0.60021
-1.8500000000000002e-05,0.81194,0.60021
-1.845e-05,0.0,0.0
-1.84e-05,0.0,0.0
-1.8350000000000002e-05,1.21791,0.60021
-1.83e-05,0.81194,0.60021
-1.8250000000000003e-05,0.0,0.0
-1.8200000000000002e-05,0.0,0.60021
-1.815e-05,0.81194,0.0
-1.81e-05,0.81194,0.0
-1.805e-05,0.0,0.60021
-1.8e-05,0.0,0.60021
-1.7950000000000003e-05,1.21791,0.0
-1.79e-05,0.0,0.0
-1.785e-05,1.21791,0.60021
-1.7800000000000002e-05,0.81194,0.60021
-1.775e-05,0.0,0.0
-1.7700000000000003e-05,0.0,0.60021
-1.7650000000000002e-05,0.81194,0.0
-1.76e-05,0.0,0.40014
-1.755e-05,0.81194,0.0
-1.7500000000000002e-05,0.81194,0.0
-1.745e-05,0.0,0.60021
-1.7400000000000003e-05,0.0,0.40014
-1.735e-05,1.21791,0.0
-1.73e-05,0.81194,0.0
-1.725e-05,0.0,0.60021
-1.72e-05,0.81194,0.0
-1.7150000000000004e-05,0.0,0.60021
-1.7100000000000002e-05,0.81194,0.60021
-1.705e-05,0.0,0.0
-1.7e-05,0.0,0.0
-1.6950000000000002e-05,1.21791,0.60021
-1.69e-05,0.81194,0.60021
-1.6850000000000003e-05,-0.40597,0.0
-1.6800000000000002e-05,0.0,0.40014
-1.675e-05,1.21791,0.0
-1.67e-05,0.0,0.60021
-1.665e-05,1.21791,0.0
-1.6600000000000004e-05,0.81194,0.60021
-1.6550000000000002e-05,0.0,0.0
-1.65e-05,0.81194,0.60021
-1.645e-05,0.0,0.0
-1.6400000000000002e-05,0.0,0.60021
-1.635e-05,1.21791,0.0
-1.6300000000000003e-05,0.0,0.60021
-1.6250000000000002e-05,0.81194,0.0
-1.62e-05,0.0,0.60021
-1.615e-05,1.21791,0.0
-1.6100000000000002e-05,0.81194,0.40014
-1.6050000000000004e-05,0.0,0.0
-1.6000000000000003e-05,0.0,0.0
-1.595e-05,1.21791,0.60021
-1.59e-05,0.0,0.0
-1.5850000000000002e-05,0.81194,0.60021
-1.58e-05,0.81194,0.0
-1.5750000000000003e-05,0.0,0.60021
-1.5700000000000002e-05,0.81194,0.0
-1.565e-05,-0.40597,0.60021
-1.56e-05,0.0,0.0
-1.5550000000000002e-05,1.21791,0.60021
-1.5500000000000004e-05,0.0,0.0
-1.5450000000000003e-05,0.81194,0.60021
-1.54e-05,0.81194,0.40014
-1.535e-05,0.0,0.0
-1.53e-05,0.81194,0.60021
-1.5250000000000001e-05,0.0,0.0
-1.5200000000000002e-05,0.81194,0.0
-1.5150000000000002e-05,-2.43582,0.60021
-1.5100000000000001e-05,0.81194,0.0
-1.5050000000000002e-05,-2.02985,5.20182
-1.5000000000000002e-05,-1.21791,4.80168
-1.4950000000000001e-05,-2.84179,5.20182
-1.4900000000000001e-05,-2.02985,4.80168
-1.4850000000000002e-05,-4.46567,5.20182
-1.4800000000000002e-05,-3.65373,4.80168
-1.4750000000000001e-05,-5.27761,5.20182
-1.4700000000000002e-05,-4.87164,4.80168
-1.4650000000000002e-05,-6.90149,5.20182
-1.4600000000000003e-05,-6.08955,5.20182
-1.4550000000000001e-05,-8.1194,4.80168
-1.4500000000000002e-05,-7.30746,5.20182
-1.4450000000000002e-05,-9.33731,4.60161
-1.4400000000000001e-05,-8.93134,4.80168
-1.4350000000000002e-05,-10.55522,5.40189
-1.4300000000000002e-05,-9.74328,5.20182
-1.4250000000000002e-05,-11.36716,4.80168
-1.4200000000000001e-05,-10.55522,5.20182
-1.4150000000000002e-05,-12.1791,4.80168
-1.4100000000000002e-05,-11.77313,5.20182
-1.4050000000000001e-05,-12.99104,4.80168
-1.4000000000000001e-05,-12.1791,5.20182
-1.3950000000000002e-05,-13.80298,4.80168
-1.3900000000000002e-05,-12.99104,5.40189
-1.3850000000000001e-05,-14.20895,4.80168
-1.3800000000000002e-05,-13.39701,5.40189
-1.3750000000000002e-05,-14.61492,1.20042
-1.3700000000000001e-05,-13.80298,1.40049
-1.3650000000000001e-05,-15.02089,0.20007
-1.3600000000000002e-05,-14.20895,0.20007
-1.3550000000000002e-05,-15.42686,0.60021
-1.3500000000000001e-05,-14.61492,0.60021
-1.3450000000000002e-05,-15.83283,0.0
-1.3400000000000002e-05,-14.61492,0.60021
-1.3350000000000001e-05,-16.2388,0.0
-1.3300000000000001e-05,-15.02089,0.20007
-1.3250000000000002e-05,-16.2388,0.60021
-1.3200000000000002e-05,-16.2388,0.20007
-1.3150000000000001e-05,-15.42686,0.60021
-1.3100000000000002e-05,-15.42686,0.20007
-1.3050000000000002e-05,-16.2388,0.60021
-1.3000000000000001e-05,-16.64477,0.60021
-1.2950000000000001e-05,-15.42686,0.0
-1.2900000000000002e-05,-16.64477,0.60021
-1.2850000000000002e-05,-15.42686,0.20007
-1.2800000000000001e-05,-16.64477,0.20007
-1.2750000000000002e-05,-15.42686,0.60021
-1.2700000000000002e-05,-16.64477,0.20007
-1.2650000000000003e-05,-15.42686,0.60021
-1.2600000000000001e-05,-15.83283,0.20007
-1.2550000000000002e-05,-16.64477,0.60021
-1.2500000000000002e-05,-15.42686,0.60021
-1.2450000000000001e-05,-16.64477,0.0
-1.2400000000000002e-05,-16.64477,0.60021
-1.2350000000000002e-05,-15.42686,0.20007
-1.2300000000000003e-05,-15.42686,0.20007
-1.2250000000000001e-05,-16.64477,0.60021
-1.2200000000000002e-05,-16.2388,0.20007
-1.2150000000000002e-05,-15.42686,0.60021
-1.2100000000000001e-05,-16.2388,0.60021
-1.2050000000000002e-05,-15.02089,0.0
