time_s,ch1_v,ch2_v
-5e-05,-4695.7,-2.3158
-4.99e-05,-9391.4,0.0
-4.9800000000000004e-05,-9391.4,-4.6316
-4.97e-05,4695.7,0.0
-4.96e-05,-9391.4,-4.6316
-4.9500000000000004e-05,4695.7,0.0
-4.94e-05,-9391.4,-4.6316
-4.9300000000000006e-05,4695.7,0.0
-4.92e-05,-9391.4,0.0
-4.91e-05,4695.7,-4.6316
-4.9000000000000005e-05,0.0,-4.6316
-4.89e-05,-9391.4,0.0
-4.88e-05,-9391.4,-4.6316
-4.8700000000000005e-05,0.0,0.0
-4.86e-05,-9391.4,-4.6316
-4.85e-05,0.0,0.0
-4.8400000000000004e-05,-9391.4,-4.6316
-4.83e-05,4695.7,0.0
-4.82e-05,-9391.4,-4.6316
-4.8100000000000004e-05,0.0,0.0
-4.8e-05,0.0,0.0
-4.7900000000000006e-05,-9391.4,-6.9474
-4.78e-05,-9391.4,0.0
-4.77e-05,4695.7,-6.9474
-4.7600000000000005e-05,-9391.4,-4.6316
-4.75e-05,0.0,0.0
-4.74e-05,0.0,0.0
-4.7300000000000005e-05,-9391.4,-4.6316
-4.72e-05,-9391.4,0.0
-4.71e-05,4695.7,-4.6316
-4.7000000000000004e-05,-9391.4,0.0
-4.69e-05,4695.7,-6.9474
-4.68e-05,0.0,-4.6316
-4.6700000000000003e-05,-9391.4,0.0
-4.66e-05,-9391.4,0.0
-4.6500000000000005e-05,4695.7,-6.9474
-4.64e-05,-9391.4,-4.6316
-4.63e-05,4695.7,0.0
-4.6200000000000005e-05,0.0,0.0
-4.61e-05,-9391.4,-6.9474
-4.6e-05,0.0,-4.6316
-4.5900000000000004e-05,-9391.4,2.3158
-4.58e-05,0.0,-4.6316
-4.57e-05,-9391.4,0.0
-4.5600000000000004e-05,4695.7,-4.6316
-4.55e-05,-9391.4,0.0
-4.5400000000000006e-05,-9391.4,-4.6316
-4.53e-05,4695.7,0.0
-4.52e-05,-9391.4,0.0
-4.5100000000000005e-05,4695.7,-4.6316
-4.5e-05,-9391.4,-4.6316
-4.49e-05,0.0,0.0
-4.4800000000000005e-05,-9391.4,-4.6316
-4.47e-05,0.0,2.3158
-4.46e-05,0.0,0.0
-4.4500000000000004e-05,-9391.4,-4.6316
-4.44e-05,-9391.4,-4.6316
-4.4300000000000006e-05,4695.7,0.0
-4.4200000000000004e-05,-9391.4,0.0
-4.41e-05,4695.7,-6.9474
-4.4e-05,0.0,0.0
-4.39e-05,-9391.4,-4.6316
-4.38e-05,-9391.4,-4.6316
-4.3700000000000005e-05,4695.7,0.0
-4.36e-05,-9391.4,0.0
-4.35e-05,4695.7,-4.6316
-4.3400000000000005e-05,-9391.4,-4.6316
-4.33e-05,4695.7,0.0
-4.3200000000000007e-05,-14087.099999999999,-4.6316
-4.3100000000000004e-05,4695.7,0.0
-4.3e-05,0.0,0.0
-4.29e-05,-9391.4,-4.6316
-4.2800000000000004e-05,-9391.4,-4.6316
-4.27e-05,4695.7,0.0
-4.2600000000000005e-05,-9391.4,-4.6316
-4.25e-05,4695.7,0.0
-4.24e-05,0.0,0.0
-4.2300000000000005e-05,-9391.4,-4.6316
-4.22e-05,-9391.4,0.0
-4.210000000000001e-05,4695.7,-4.6316
-4.2000000000000004e-05,0.0,-4.6316
-4.19e-05,-9391.4,0.0
-4.18e-05,-9391.4,0.0
-4.1700000000000004e-05,4695.7,-4.6316
-4.16e-05,-9391.4,-4.6316
-4.1500000000000006e-05,4695.7,0.0
-4.1400000000000003e-05,-9391.4,-4.6316
-4.13e-05,4695.7,0.0
-4.12e-05,0.0,0.0
-4.11e-05,-9391.4,-6.9474
-4.1e-05,-9391.4,-4.6316
-4.0900000000000005e-05,4695.7,0.0
-4.08e-05,-9391.4,-4.6316
-4.07e-05,0.0,2.3158
-4.0600000000000004e-05,0.0,0.0
-4.05e-05,-9391.4,-4.6316
-4.0400000000000006e-05,0.0,-4.6316
-4.0300000000000004e-05,-9391.4,0.0
-4.02e-05,-9391.4,-4.6316
-4.01e-05,4695.7,0.0
-4e-05,-9391.4,-4.6316
-3.99e-05,4695.7,0.0
-3.9800000000000005e-05,-9391.4,0.0
-3.97e-05,4695.7,-6.9474
-3.96e-05,0.0,0.0
-3.9500000000000005e-05,-9391.4,-4.6316
-3.94e-05,-9391.4,-4.6316
-3.9300000000000007e-05,0.0,0.0
-3.9200000000000004e-05,-9391.4,-4.6316
-3.91e-05,4695.7,0.0
-3.9e-05,-9391.4,-4.6316
-3.8900000000000004e-05,0.0,0.0
-3.88e-05,-9391.4,-4.6316
-3.8700000000000006e-05,4695.7,0.0
-3.86e-05,-9391.4,0.0
-3.85e-05,4695.7,-6.9474
-3.8400000000000005e-05,-9391.4,0.0
-3.83e-05,4695.7,-6.9474
-3.820000000000001e-05,0.0,-4.6316
-3.8100000000000005e-05,-9391.4,0.0
-3.8e-05,-9391.4,-4.6316
-3.79e-05,0.0,0.0
-3.7800000000000004e-05,-9391.4,-4.6316
-3.77e-05,4695.7,0.0
-3.7600000000000006e-05,-9391.4,-4.6316
-3.7500000000000003e-05,4695.7,0.0
-3.74e-05,0.0,0.0
-3.7300000000000005e-05,-9391.4,-4.6316
-3.72e-05,-9391.4,0.0
-3.71e-05,4695.7,-6.9474
-3.7000000000000005e-05,-9391.4,0.0
-3.69e-05,0.0,-4.6316
-3.68e-05,-9391.4,0.0
-3.6700000000000004e-05,4695.7,-4.6316
-3.66e-05,-9391.4,0.0
-3.6500000000000006e-05,4695.7,-4.6316
-3.6400000000000004e-05,-9391.4,-4.6316
-3.63e-05,4695.7,0.0
-3.62e-05,-9391.4,0.0
-3.61e-05,0.0,-4.6316
-3.6e-05,0.0,-4.6316
-3.5900000000000005e-05,-9391.4,0.0
-3.58e-05,4695.7,-4.6316
-3.57e-05,-14087.099999999999,0.0
-3.5600000000000005e-05,-9391.4,0.0
-3.55e-05,4695.7,-4.6316
-3.540000000000001e-05,0.0,0.0
-3.5300000000000004e-05,-14087.099999999999,-4.6316
-3.52e-05,0.0,-4.6316
-3.51e-05,-9391.4,0.0
-3.5000000000000004e-05,0.0,2.3158
-3.49e-05,-9391.4,-6.9474
-3.4800000000000006e-05,-9391.4,-4.6316
-3.47e-05,4695.7,0.0
-3.46e-05,0.0,0.0
-3.45e-05,-9391.4,-4.6316
-3.44e-05,-9391.4,-4.6316
-3.430000000000001e-05,0.0,0.0
-3.4200000000000005e-05,0.0,-6.9474
-3.41e-05,-9391.4,2.3158
-3.4e-05,-9391.4,-4.6316
-3.3900000000000004e-05,4695.7,0.0
-3.38e-05,-9391.4,-4.6316
-3.3700000000000006e-05,4695.7,0.0
-3.3600000000000004e-05,0.0,0.0
-3.35e-05,-9391.4,-4.6316
-3.34e-05,-9391.4,0.0
-3.33e-05,4695.7,-4.6316
-3.320000000000001e-05,-9391.4,-4.6316
-3.3100000000000005e-05,4695.7,0.0
-3.3e-05,-9391.4,0.0
-3.29e-05,4695.7,-4.6316
-3.2800000000000004e-05,-9391.4,-4.6316
-3.27e-05,4695.7,0.0
-3.2600000000000006e-05,-9391.4,0.0
-3.2500000000000004e-05,4695.7,-6.9474
-3.24e-05,-9391.4,-4.6316
-3.23e-05,0.0,0.0
-3.2200000000000003e-05,0.0,0.0
-3.210000000000001e-05,-9391.4,-6.9474
-3.2000000000000005e-05,0.0,0.0
-3.19e-05,-9391.4,-6.9474
-3.18e-05,-9391.4,-4.6316
-3.1700000000000005e-05,4695.7,0.0
-3.16e-05,-9391.4,0.0
-3.150000000000001e-05,0.0,-4.6316
-3.1400000000000004e-05,-9391.4,-4.6316
-3.13e-05,4695.7,0.0
-3.12e-05,-9391.4,-4.6316
-3.1100000000000004e-05,4695.7,0.0
-3.100000000000001e-05,-9391.4,0.0
-3.0900000000000006e-05,4695.7,-4.6316
-3.08e-05,-9391.4,-4.6316
-3.07e-05,4695.7,0.0
-3.06e-05,-9391.4,-4.6316
-3.0500000000000003e-05,0.0,0.0
-3.0400000000000004e-05,-9391.4,0.0
-3.0300000000000005e-05,4695.7,-4.6316
-3.0200000000000002e-05,-9391.4,-4.6316
-3.0100000000000003e-05,4695.7,0.0
-3.0000000000000004e-05,0.0,0.0
-2.9900000000000002e-05,-9391.4,-4.6316
-2.9800000000000003e-05,-9391.4,0.0
-2.9700000000000004e-05,4695.7,-4.6316
-2.9600000000000005e-05,-9391.4,-4.6316
-2.9500000000000002e-05,4695.7,2.3158
-2.9400000000000003e-05,-9391.4,0.0
-2.9300000000000004e-05,4695.7,-6.9474
-2.9200000000000005e-05,4695.7,-4.6316
-2.9100000000000003e-05,-9391.4,0.0
-2.9000000000000004e-05,-9391.4,-4.6316
-2.8900000000000005e-05,4695.7,0.0
-2.8800000000000002e-05,0.0,0.0
-2.8700000000000003e-05,-9391.4,-4.6316
-2.8600000000000004e-05,-9391.4,0.0
-2.8500000000000005e-05,0.0,-6.9474
-2.8400000000000003e-05,-9391.4,0.0
-2.8300000000000003e-05,4695.7,-4.6316
-2.8200000000000004e-05,0.0,0.0
-2.8100000000000002e-05,-9391.4,-4.6316
-2.8000000000000003e-05,0.0,-4.6316
-2.7900000000000004e-05,-9391.4,2.3158
-2.7800000000000005e-05,-9391.4,0.0
-2.7700000000000002e-05,4695.7,-4.6316
-2.7600000000000003e-05,-9391.4,-4.6316
-2.7500000000000004e-05,4695.7,0.0
